RecordNum,Gender,AcademicClassYr,Ethnicity,MathPlacement,LastGPA,HSGPA,MaxHS_GPA_Scale,TestUsed,MaxMath,MaxVerbal,Calc1Number,Calc1LastGrade,Calc1LastQP,Phys1Grade,PhysicsITimes,P1_PrevGrade
1443,Male,2025,White,3111,3.39,3.88,4,SAT,620,630,1,C+,2.3,B,1,N
1444,Male,2025,TwoOrMore,3111,3.66,4,4,ACT,640,740,1,B+,3.3,B,1,N
1445,Male,2025,Asian,3111,3.85,3.66,4,ACT,790,800,1,A,4,H,1,N
1446,Female,2025,Asian,3115,3.71,0,0,SAT,710,690,0,,,H,1,N
1447,Male,2025,Hispanic,3107,2.79,99,100,SAT,620,560,1,A-,3.7,A-,1,N
1448,Male,2025,TwoOrMore,3111,3.9,3.98,4,SAT,710,650,1,A,4,H,1,N
1449,Female,2025,White,3107,3.18,3.9,4,SAT,650,640,1,B+,3.3,B+,1,N
1450,Male,2025,TwoOrMore,3111,2.3,90,100,SAT,620,650,1,C+,2.3,C+,1,N
1451,Female,2025,TwoOrMore,3111,3.21,0,0,SAT,600,550,1,A-,3.7,B+,1,N
1452,Female,2025,White,3111,3.78,93.37,100,SAT,730,670,1,A,4,H,1,N
1453,Male,2025,TwoOrMore,3107,3.42,0,0,SAT,590,590,1,B,3,A-,1,N
1454,Male,2025,White,3111,2.63,4,4,SAT,660,570,1,B,3,B-,1,N
1455,Male,2025,White,3111,3.73,3.78,4,SAT,680,640,1,A-,3.7,A,1,N
1456,Male,2025,White,3111,2.9,3.82,4,SAT,700,650,1,C,2,C+,1,N
1457,Male,2025,TwoOrMore,3111,2.24,3.98,4,SAT,740,720,1,D,1,F,2,F
1458,Female,2025,White,3111,3.31,3.84,4,SAT,620,680,1,C,2,B,1,N
1459,Female,2025,White,3115,3.79,4,4,ACT,630,800,0,,,A,1,N
1460,Male,2025,White,3115,3.48,3.91,4,SAT,680,680,0,,,,0,N
1461,Male,2025,White,3107,2.93,0,0,SAT,620,530,1,W,,W,1,N
1462,Female,2025,White,3111,2.24,3.52,4,ACT,610,660,1,D,1,D,1,N
1463,Female,2025,White,3107,2.78,4,4,SAT,590,650,1,C+,2.3,C,1,N
1464,Female,2025,White,3111,2.99,3.9,4,SAT,730,640,1,C+,2.3,B+,1,N
1465,Male,2025,White,3107,3.16,0,0,ACT,560,580,1,B+,3.3,C+,1,N
1466,Male,2025,White,3111,3.17,4,4,ACT,580,630,1,B-,2.7,B,1,N
1467,Male,2025,Hispanic,3107,3.29,4,4,SAT,630,670,1,B+,3.3,C+,1,N
1468,Male,2025,TwoOrMore,3111,3.42,4,4,ACT,610,560,1,B+,3.3,A-,1,N
1469,Male,2025,Black,3107,2.3,0,0,SAT,550,560,1,D,1,C+,1,N
1470,Female,2025,White,3111,3.27,3.84,4,ACT,760,790,1,A,4,A-,1,N
1471,Female,2025,White,3115,3.99,4,4,ACT,700,800,0,,,H,1,N
1472,Female,2025,Black,3107,3.3,0,0,SAT,600,570,1,B,3,A-,1,N
1473,MALE,2025,International Cadet,3107,3.01,4,4,ACT,460,600,1,C+,2.3,B,1,N
1474,Female,2025,Hispanic,3111,3.06,3.9,4,SAT,600,590,1,C,2,B+,1,N
1475,Male,2025,White,3111,3.43,4.54,5,SAT,750,710,1,B-,2.7,B+,1,N
1476,Male,2025,Hispanic,3115,2.16,3.6,4,SAT,680,780,0,,,,0,N
1477,Male,2025,TwoOrMore,3107,3.64,3.6,4,ACT,610,600,1,A-,3.7,A-,1,N
1478,Male,2025,Hispanic,3111,3.03,3.91,4,SAT,630,530,1,B+,3.3,A-,1,N
1479,Female,2025,TwoOrMore,3107,2.88,0,0,ACT,580,670,1,C,2,C+,1,N
1480,MALE,2025,International Cadet,3115,3.85,4,4,ACT,460,600,0,,,A,1,N
1481,Female,2025,Black,3107,2.87,0,0,SAT,600,650,1,C,2,B+,1,N
1482,Male,2025,White,3111,3.53,4,4,SAT,660,660,1,B,3,H,1,N
1483,Male,2025,Hispanic,3111,3.45,0,0,SAT,730,700,1,B+,3.3,A,1,N
1484,Male,2025,Hispanic,3107,2.83,0,0,SAT,540,600,1,C,2,B-,1,N
1485,Male,2025,White,3107,3.34,3.65,4,SAT,660,750,1,B,3,A-,1,N
1486,Male,2025,White,3111,3.48,93.81,100,SAT,690,690,1,B+,3.3,B+,1,N
1487,Male,2025,White,3111,3.92,3.99,4,SAT,690,700,1,A-,3.7,A,1,N
1488,Male,2025,Asian,3111,2.59,0,0,SAT,660,610,1,C-,1.7,C+,1,N
1489,Female,2025,White,3115,3.79,4,4,SAT,750,690,0,,,A,1,N
1490,Female,2025,White,3115,3.63,3.97,4,SAT,660,660,0,,,A-,1,N
1491,Male,2025,White,3111,2.1,3.69,4,SAT,0,0,1,D,1,C,1,N
1492,Male,2025,White,3107,3.86,4,4,ACT,650,800,1,A-,3.7,A,1,N
1493,Female,2025,White,3111,3.92,4,4,SAT,660,680,1,H,4,H,1,N
1494,Male,2025,White,3115,3.67,3.87,4,SAT,730,700,0,,,H,1,N
1495,Female,2025,Black,3111,2.89,3.9,4,SAT,570,630,1,C,2,B-,1,N
1496,Male,2025,Hispanic,3111,3.04,4,4,SAT,710,720,1,B-,2.7,C+,1,N
1497,Female,2025,White,3111,2.62,0,0,SAT,570,620,2,C,2,C,1,N
1498,Male,2025,Hispanic,3111,3.34,3.92,4,SAT,720,760,1,A-,3.7,A,1,N
1499,Female,2025,White,3107,3.14,3.95,4,SAT,590,710,1,B,3,B,1,N
1500,Female,2025,White,3115,3.69,4,4,SAT,780,650,0,,,H,1,N
1501,Female,2025,White,3107,2.46,0,0,SAT,580,540,1,C,2,B-,1,N
1502,Female,2025,White,3111,2.75,3.83,4,ACT,650,630,1,C+,2.3,B-,1,N
1503,Male,2025,TwoOrMore,3111,3.42,3.75,4,SAT,760,660,1,B,3,A,1,N
1504,Male,2025,White,3211,3,3.73,4,SAT,670,660,0,,,,0,N
1505,Male,2025,White,3115,3.61,3.89,4,SAT,740,630,0,,,A,1,N
1506,MALE,2025,Hispanic,3115,3.11,0,0,SAT,590,540,0,,,B+,1,N
1507,MALE,2025,Hispanic,3111,2.65,86.7,100,ACT,580,560,1,D,1,C,1,N
1508,Male,2025,TwoOrMore,3111,2.48,3.9,4,ACT,630,740,1,C,2,B,1,N
1509,Female,2025,TwoOrMore,3115,3.03,0,0,ACT,580,600,0,,,B,1,N
1510,Female,2025,White,3115,3.53,97.8,100,SAT,710,690,0,,,,0,N
1511,Female,2025,White,3111,3.32,3.76,4,SAT,610,550,1,B,3,B-,1,N
1512,FEMALE,2025,Hispanic,3115,3.75,3.97,4,SAT,0,0,0,,,A,1,N
1513,Female,2025,White,3115,3.75,3.5,4,SAT,630,680,0,,,A-,1,N
1514,Female,2025,White,3111,2.96,0,0,ACT,630,790,1,C,2,B+,1,N
1515,Female,2025,White,3107,3.39,3.9,4,ACT,560,630,1,A-,3.7,B,1,N
1516,Male,2025,White,3115,3.97,4,4,SAT,780,670,0,,,,0,N
1517,Male,2025,White,3111,2.96,0,0,SAT,600,510,1,C+,2.3,B,1,N
1518,FEMALE,2025,Asian,3111,3.6,4,4,SAT,660,650,1,B+,3.3,H,1,N
1519,MALE,2025,International Cadet,3111,3,4,4,ACT,460,600,1,B,3,A,1,N
1520,Male,2025,White,3111,2.65,3.55,4,SAT,650,610,2,C,2,C,1,N
1521,Male,2025,Asian,3115,3.47,3.57,4,SAT,790,700,0,,,A-,1,N
1522,Female,2025,Black,3107,2.34,0,0,SAT,570,650,1,C-,1.7,C-,1,N
1523,Male,2025,White,3111,2.56,0,0,SAT,660,590,1,C+,2.3,B-,1,N
1524,Male,2025,TwoOrMore,3111,3.35,4,4,ACT,600,660,1,B,3,A-,1,N
1525,Female,2025,Hispanic,3111,2.96,3.83,4,ACT,660,790,1,C-,1.7,C,1,N
1526,Female,2025,White,3111,3.37,4,4,SAT,730,770,1,B,3,B,1,N
1527,Male,2025,TwoOrMore,3115,2.86,3.76,4,SAT,730,750,0,,,C+,1,N
1528,Female,2025,White,3111,2.9,0,0,SAT,560,590,1,B,3,B,1,N
1529,Male,2025,TwoOrMore,3107,2.56,3.97,4,SAT,540,610,1,D,1,C-,1,N
1530,Male,2025,Black,3111,2.73,0,0,SAT,600,580,1,B+,3.3,B+,1,N
1531,Female,2025,TwoOrMore,3107,2.59,3.97,4,SAT,540,580,1,C-,1.7,C,1,N
1532,Female,2025,White,3111,3.6,4,4,SAT,670,620,1,B+,3.3,A,1,N
1533,Female,2025,White,3111,2.51,3.8,4,ACT,560,600,1,C,2,B-,1,N
1534,Male,2025,TwoOrMore,3111,3.84,4,4,SAT,770,740,1,A,4,B+,1,N
1535,Female,2025,TwoOrMore,3107,2.29,3.64,4,SAT,630,650,1,C+,2.3,F,1,N
1536,Male,2025,White,3111,3.83,4,4,SAT,630,650,1,A,4,A,1,N
1537,Male,2025,White,3213,3.88,3.9,4,ACT,790,800,0,,,A-,1,N
1538,Female,2025,White,3111,2.96,95.6,100,SAT,610,600,1,B,3,B-,1,N
1539,Female,2025,White,3111,3.96,96.14,100,SAT,610,610,1,A,4,H,1,N
1540,Male,2025,White,3111,2.47,0,0,SAT,710,600,1,C+,2.3,C+,1,N
1541,MALE,2025,International Cadet,3111,2.79,4,4,ACT,460,600,1,C,2,B+,1,N
1542,Male,2025,White,3115,2.45,3.92,4,SAT,780,730,0,,,,0,N
1543,Male,2025,Hispanic,3107,2.11,0,0,ACT,610,560,1,C-,1.7,F,1,N
1544,Male,2025,White,3213,3.06,0,0,SAT,600,600,0,,,B+,1,N
1545,Female,2025,White,3111,3.27,3.88,4,SAT,670,660,1,B+,3.3,B+,1,N
1546,Female,2025,White,3111,2.96,3.8,4,ACT,740,630,1,C+,2.3,C,1,N
1547,Male,2025,Asian,3111,3.95,3.87,4,ACT,710,780,1,H,4,H,1,N
1548,Male,2025,Asian,3111,3.43,3.95,4,SAT,690,680,1,B+,3.3,B+,1,N
1549,Male,2025,White,3115,3.88,97.6,100,SAT,790,700,0,,,,0,N
1550,Male,2025,TwoOrMore,3115,3.41,0,0,SAT,770,500,0,,,B+,1,N
1551,Female,2025,White,3107,3,0,0,SAT,560,590,1,C,2,B,1,N
1552,Male,2025,White,3111,3.34,0,0,SAT,660,610,1,B+,3.3,B+,1,N
1553,Female,2025,TwoOrMore,3111,3.84,4,4,SAT,690,760,1,A-,3.7,A,1,N
1554,Male,2025,Hispanic,3115,3.4,3.87,4,SAT,740,610,0,,,B+,1,N
1555,Male,2025,White,3107,3.16,3.66,4,SAT,610,670,1,C+,2.3,B,1,N
1556,Male,2025,White,3107,2.63,3.57,4,SAT,610,600,1,C+,2.3,C,1,N
1557,Female,2025,White,3111,3.22,3.96,4,SAT,0,0,1,C,2,B+,1,N
1558,Male,2025,White,3107,2.64,0,0,ACT,600,560,1,D,1,C+,1,N
1559,Male,2025,White,3111,2.85,3.96,4,SAT,730,670,1,B,3,A-,1,N
1560,Female,2025,White,3107,2.46,93.7,100,SAT,630,640,1,D,1,C-,1,N
1561,Male,2025,White,3111,2.87,3.71,4,SAT,650,610,1,B-,2.7,B+,1,N
1562,Male,2025,TwoOrMore,3111,2.83,3.77,4,SAT,670,610,1,B,3,B-,1,N
1563,FEMALE,2025,Hispanic,3111,3.04,0,0,ACT,610,600,1,A,4,B+,1,N
1564,Male,2025,White,3111,3.43,3.97,4,ACT,680,660,1,B,3,B+,1,N
1565,Female,2025,White,3111,3.37,4,4,ACT,670,710,1,A-,3.7,B,1,N
1566,Male,2025,White,3111,3.17,4,4,SAT,630,700,1,C+,2.3,B-,1,N
1567,Female,2025,White,3107,2.61,3.77,4,SAT,650,660,1,B,3,C-,1,N
1568,Female,2025,White,3115,3.04,4,4,SAT,600,650,0,,,B+,1,N
1569,Male,2025,White,3115,3.7,3.86,4,SAT,650,570,0,,,A-,1,N
1570,Male,2025,Hispanic,3111,3.51,4,4,ACT,740,740,1,A-,3.7,A-,1,N
1571,Male,2025,White,3115,4,3.89,4,ACT,760,800,0,,,,0,N
1572,FEMALE,2025,White,3211,3.98,4,4,SAT,730,780,0,,,H,1,N
1573,FEMALE,2025,White,3111,3.76,0,0,SAT,540,620,1,A,4,H,1,N
1574,Female,2025,White,3107,2.83,3.96,4,SAT,600,670,1,B-,2.7,B-,1,N
1575,Male,2025,Hispanic,3115,3.4,95.95,100,SAT,710,680,0,,,A,1,N
1576,Female,2025,TwoOrMore,3111,3.21,3.88,4,SAT,770,720,1,B,3,B-,1,N
1577,Female,2025,Hispanic,3111,1.88,3.45,4,SAT,620,720,2,C-,1.7,C-,1,N
1578,Male,2025,Hispanic,3107,3.26,3.69,4,SAT,650,690,1,B-,2.7,B-,1,N
1579,Female,2025,White,3111,1.81,0,0,ACT,560,600,2,D,1,C-,1,N
1580,Male,2025,Asian,3111,3.63,3.85,4,SAT,720,730,1,A,4,A,1,N
1581,Female,2025,White,3111,3.07,4,4,SAT,640,640,1,B,3,B-,1,N
1582,FEMALE,2025,White,3111,2.85,95,100,SAT,660,690,1,C,2,B-,1,N
1583,Male,2025,White,3111,3.02,3.95,4,SAT,720,630,1,A-,3.7,B+,1,N
1584,Female,2025,White,3115,3.56,4,4,SAT,720,580,0,,,A-,1,N
1585,Female,2025,Asian,3111,2.9,3.75,4,ACT,650,600,1,C+,2.3,C+,1,N
1586,Male,2025,Asian,3111,3.86,3.97,4,SAT,770,690,1,A-,3.7,A,1,N
1587,Male,2025,White,3107,2.36,3.71,4,SAT,620,660,1,D,1,F,1,N
1588,Male,2025,White,3107,2.4,3.6,4,SAT,650,710,1,D,1,C-,1,N
1589,Male,2025,Hispanic,3115,3.53,3.73,4,ACT,680,790,0,,,A,1,N
1590,Male,2025,White,3111,3.84,3.96,4,ACT,680,780,1,A,4,H,1,N
1591,Male,2025,White,3111,3.17,0,0,SAT,570,600,1,B-,2.7,B+,1,N
1592,Male,2025,Hispanic,3111,3.07,3.67,4,SAT,710,640,1,B+,3.3,B+,1,N
1593,Male,2025,White,3115,3.07,3.97,4,SAT,720,740,0,,,A,1,N
1594,Male,2025,Hispanic,3111,3.09,89.56,100,SAT,710,610,1,B,3,A-,1,N
1595,Male,2025,White,3111,3,3.76,4,SAT,760,590,1,A,4,H,1,N
1596,MALE,2025,White,3107,3.2,95.7,100,SAT,580,650,1,A-,3.7,B-,1,N
1597,Male,2025,NativeAmerican,3111,3.68,3.94,4,ACT,630,630,1,B,3,A,1,N
1598,MALE,2025,White,3111,3.54,0,0,ACT,660,710,1,B+,3.3,A-,1,N
1599,Female,2025,Decline to answer,3111,3.12,3.84,4,SAT,630,670,1,B-,2.7,B,1,N
1600,MALE,2025,White,3107,2.83,91.76,100,SAT,610,670,1,D,1,C+,1,N
1601,MALE,2025,White,3111,3.19,3.5,4,ACT,650,600,1,B+,3.3,A,1,N
1602,Female,2025,TwoOrMore,3115,2.7,3.94,4,ACT,610,580,0,,,B+,1,N
1603,Female,2025,White,3111,3.37,3.96,4,ACT,650,680,1,B,3,B+,1,N
1604,Male,2025,White,3213,3.9,3.96,4,SAT,750,720,0,,,A,1,N
1605,MALE,2025,Hispanic,3107,2.64,3.66,4,ACT,610,790,1,B,3,C+,1,N
1606,FEMALE,2025,White,3111,3.46,96,100,ACT,650,540,1,B,3,B+,1,N
1607,Female,2025,White,3115,3.4,3.9,4,SAT,660,640,0,,,H,1,N
1608,Male,2025,White,3111,3.75,3.88,4,SAT,730,720,1,A-,3.7,,0,N
1609,Male,2025,White,3111,3.51,4.19,4.2,SAT,670,670,1,B+,3.3,A-,1,N
1610,Male,2025,TwoOrMore,3115,3.63,4.03,4.5,SAT,720,650,0,,,A,1,N
1611,Male,2025,Hispanic,3111,3.6,3.9,4,SAT,700,760,1,B+,3.3,B+,1,N
1612,Male,2025,White,3111,2.91,100,100,SAT,670,650,1,D,1,C+,1,N
1613,Male,2025,TwoOrMore,3117,2.73,0,0,SAT,590,560,0,,,B,1,N
1614,Male,2025,White,3111,3.04,3.47,4,SAT,670,740,1,B-,2.7,B-,1,N
1615,Male,2025,TwoOrMore,3115,2.7,3.61,4,ACT,660,740,0,,,C+,1,N
1616,Female,2025,White,3107,2.12,0,0,SAT,580,630,1,C-,1.7,C+,1,N
1617,Female,2025,White,3107,3.11,3.84,4,SAT,560,700,1,B,3,B,1,N
1618,Male,2025,White,3111,3.84,4,4,SAT,780,690,1,A,4,H,1,N
1619,Male,2025,TwoOrMore,3115,3.54,4,4,SAT,690,670,0,,,A,1,N
1620,Male,2025,Hispanic,3107,2.96,3.71,4,SAT,540,550,1,C+,2.3,C+,1,N
1621,MALE,2025,TwoOrMore,3111,3.16,3.87,4,SAT,770,660,1,A-,3.7,B,1,N
1622,Female,2025,White,3107,3,3.51,4,SAT,650,650,0,,,,0,N
1623,Female,2025,White,3111,2.87,0,0,SAT,620,590,1,C+,2.3,C,1,N
1624,Male,2025,White,3107,3.13,3.87,4,SAT,660,640,1,B,3,C,1,N
1625,Male,2025,White,3115,3.77,3.9,4,ACT,740,740,0,,,A-,1,N
1626,Male,2025,White,3111,3.51,3.91,4,SAT,620,680,1,A-,3.7,B+,1,N
1627,MALE,2025,Hispanic,3107,2.71,3.79,4,SAT,650,650,1,B+,3.3,B-,1,N
1628,Male,2025,White,3111,3.16,3.38,4,SAT,650,610,1,B,3,B+,1,N
1629,Female,2025,White,3115,3.45,4,0,ACT,600,680,0,,,B+,1,N
1630,Female,2025,TwoOrMore,3111,3.5,3.94,4,SAT,620,610,1,B+,3.3,B+,1,N
1631,Male,2025,White,3111,3.6,3.98,4,SAT,770,600,1,A,4,H,1,N
1632,Female,2025,TwoOrMore,3111,2.14,0,0,ACT,600,600,1,D,1,B+,1,N
1633,Male,2025,Hispanic,3111,3.03,0,0,ACT,610,580,1,B,3,B,1,N
1634,Male,2025,White,3111,3.13,88.23,100,SAT,630,690,1,C+,2.3,B+,1,N
1635,Male,2025,Black,3107,2.07,0,0,SAT,580,670,1,D,1,D,1,N
1636,Male,2025,White,3211,3.63,88.87,100,ACT,790,710,0,,,,0,N
1637,Female,2025,White,3107,2.46,0,0,ACT,580,800,1,C-,1.7,C-,1,N
1638,Male,2025,White,3111,2.27,3.77,4,SAT,720,790,1,D,1,C+,1,N
1639,Female,2025,Decline to answer,3115,3.51,3.94,4,SAT,640,540,0,,,A,1,N
1640,FEMALE,2025,White,3107,2.99,94.28,100,SAT,660,750,1,B,3,B,1,N
1641,Male,2025,TwoOrMore,3111,2.36,3.66,4,SAT,700,690,1,C,2,B,1,N
1642,FEMALE,2025,International Cadet,3107,3.01,4,4,ACT,460,600,1,C-,1.7,,0,N
1643,Male,2025,White,3111,3.92,4,4,ACT,760,800,1,A,4,A,1,N
1644,Female,2025,White,3107,2.69,89.82,100,SAT,620,610,1,C+,2.3,B-,1,N
1645,Female,2025,Hispanic,3107,1.29,3.65,4,SAT,600,660,1,W,,W,1,N
1646,MALE,2025,Black,3107,2.83,0,0,ACT,520,500,1,C,2,B,1,N
1647,Female,2025,White,3111,3.03,4,4,SAT,630,630,1,B,3,B,1,N
1648,Male,2025,White,3111,2.32,3.84,4,SAT,640,670,1,D,1,C-,1,N
1649,Male,2025,TwoOrMore,3107,2.6,0,0,SAT,630,710,1,C-,1.7,B-,1,N
1650,Female,2025,White,3115,3.91,4,4,SAT,800,770,0,,,,0,N
1651,Male,2025,White,3111,2.37,0,0,SAT,640,650,1,D,1,F,1,N
1652,Male,2025,White,3111,2.94,3.92,4,ACT,630,680,1,C,2,B,1,N
1653,Male,2025,White,3111,3.75,4,4,ACT,760,790,1,A-,3.7,A-,1,N
1654,MALE,2025,Asian,3111,3.59,4,4,SAT,760,710,1,B,3,H,1,N
1655,Male,2025,White,3111,2.62,0,0,SAT,600,600,1,D,1,C+,1,N
1656,Female,2025,White,3107,2.67,3.97,4,ACT,580,560,1,C-,1.7,C,1,N
1657,FEMALE,2025,White,3111,3.27,4.31,4.5,SAT,680,600,1,B,3,B+,1,N
1658,Female,2025,White,3111,3.39,3.8,4,SAT,650,730,1,B+,3.3,H,1,N
1659,Male,2025,White,3111,2.48,0,0,SAT,540,520,2,B-,2.7,C,1,N
1660,Female,2025,White,3111,3.04,3.89,4,SAT,650,650,1,A-,3.7,A-,1,N
1661,Male,2025,White,3107,2.81,91.73,100,SAT,690,640,1,B-,2.7,C,1,N
1662,Female,2025,White,3111,3.24,3.95,4,SAT,600,650,1,B,3,B-,1,N
1663,Female,2025,White,3111,3.08,3.86,4,ACT,650,800,1,C,2,B+,1,N
1664,Male,2025,TwoOrMore,3111,3.54,3.62,4,SAT,710,700,1,A-,3.7,A,1,N
1665,Female,2025,White,3111,3.87,3.98,4,SAT,690,630,1,A-,3.7,H,1,N
1666,Male,2025,White,3107,3.03,90.53,100,SAT,600,670,1,B-,2.7,C+,1,N
1667,FEMALE,2025,International Cadet,3111,3.84,4,4,ACT,460,600,1,H,4,H,1,N
1668,Male,2025,White,3107,2.57,3.98,4,SAT,660,630,1,B,3,C,1,N
1669,FEMALE,2025,Black,3107,1.47,0,0,SAT,520,580,1,D,1,C-,1,N
1670,Female,2025,White,3111,3.59,4,4,ACT,700,780,1,B,3,A-,1,N
1671,Female,2025,White,3115,3.88,3.98,4,SAT,780,730,0,,,,0,N
1672,Female,2025,White,3107,2.75,3.77,4,SAT,630,670,1,C+,2.3,C-,1,N
1673,Male,2025,White,3111,2.8,3.91,4,SAT,660,700,1,C,2,B-,1,N
1674,Male,2025,White,3111,3.31,3.86,4,ACT,660,740,1,A-,3.7,A-,1,N
1675,Female,2025,White,3111,3.3,4,4,ACT,660,740,1,B+,3.3,A,1,N
1676,Male,2025,White,3111,3.88,4,4,SAT,790,610,1,A,4,,0,N
1677,Female,2025,TwoOrMore,3107,3.69,3.92,4,ACT,610,660,1,A,4,B+,1,N
1678,Female,2025,White,3107,2.71,3.97,4,SAT,630,660,1,B-,2.7,C+,1,N
1679,Male,2025,White,3111,3.89,3.99,4,ACT,740,600,1,A,4,H,1,N
1680,Male,2025,White,3111,3.25,3.97,4,SAT,710,560,1,B,3,A-,1,N
1681,MALE,2025,International Cadet,3111,2.2,4,4,ACT,460,600,1,C,2,C,1,N
1682,Male,2025,Asian,3111,3.5,96.14,100,SAT,700,790,1,B+,3.3,A-,1,N
1683,Male,2025,Asian,3115,3.37,3.51,4,SAT,770,680,0,,,B+,1,N
1684,Female,2025,TwoOrMore,3107,3.03,3.95,4,SAT,670,720,1,B-,2.7,C,1,N
102,FEMALE,2020,White,3111,2.88,3.2,4,ACT,650,740,2,C,2,F,1,N
163,MALE,2020,Asian,3111,2.67,4,4,ACT,680,580,1,B,3,F,1,N
250,MALE,2020,Hispanic,3111,2.63,3.59,4,ACT,600,540,2,C-,1.7,F,1,N
255,MALE,2020,Black,3111,2.41,3.34,4,SAT,590,630,1,B,3,F,1,N
327,MALE,2021,International Cadet,3107,1.67,3.94,4,ACT,600,680,1,C-,1.7,F,1,N
414,FEMALE,2021,White,3107,3.21,94.32,100,SAT,600,660,1,C-,1.7,F,1,N
480,MALE,2021,White,3111,2.42,3.3,4,ACT,640,710,1,D,1,F,1,N
558,FEMALE,2021,Black,3107,2.26,0,0,SAT,560,500,1,D,1,F,1,N
586,FEMALE,2021,Black,3107,2.82,0,0,ACT,460,490,1,C-,1.7,F,1,N
608,FEMALE,2022,Black,3111,2.96,93.82,100,SAT,640,630,2,C+,2.3,F,1,N
668,MALE,2022,Hispanic,3111,2.62,90.68,100,SAT,690,580,1,C,2,F,1,N
682,FEMALE,2022,Hispanic,3107,3.05,3.92,4,SAT,610,720,1,C,2,F,1,N
700,MALE,2022,International Cadet,3107,1.73,3.49,4,ACT,540,500,1,D,1,F,1,N
700,MALE,2022,International Cadet,3107,1.73,3.49,4,ACT,540,500,1,D,1,F,2,F
793,FEMALE,2022,Hispanic,3107,2.78,92.62,100,SAT,630,610,1,C-,1.7,F,1,N
978,MALE,2023,Asian,3115,2.71,3.7,4,SAT,740,690,0,,,F,1,N
1106,MALE,2023,Asian,3111,2.77,3.93,4,SAT,660,670,2,C,2,F,1,N
1457,Male,2025,TwoOrMore,3111,2.24,3.98,4,SAT,740,720,1,D,1,F,1,N
