RecordNum,Gender,AcademicClassYr,Ethnicity,MathPlacement,LastGPA,HSGPA,MaxHS_GPA_Scale,TestUsed,MaxMath,MaxVerbal,Calc1Number,Calc1LastGrade,Calc1LastQP,PhysicsITimes
659,MALE,2022,Hispanic,3115,3.55,4,4,SAT,760,720,0,,,1
660,FEMALE,2022,White,3115,3.68,3.67,4,ACT,650,660,0,,,1
661,MALE,2022,White,3111,3.64,98.4,100,SAT,690,620,1,A,4,1
662,MALE,2022,White,3111,3.55,0,0,SAT,580,560,1,A-,3.7,1
663,MALE,2022,White,3111,3.65,0,0,SAT,660,590,1,A,4,1
664,FEMALE,2022,White,3107,3.78,4,4,ACT,580,740,1,A-,3.7,1
665,FEMALE,2022,White,3111,3.41,3.81,4,ACT,600,660,1,B,3,1
666,MALE,2022,White,3111,3.26,0,0,SAT,750,670,1,B+,3.3,1
667,MALE,2022,White,3107,3.84,3.98,4,SAT,640,610,1,A-,3.7,1
668,MALE,2022,Hispanic,3111,2.62,90.68,100,SAT,690,580,1,C,2,2
669,FEMALE,2022,Hispanic,3111,3.5,4,4,SAT,640,610,1,B,3,1
670,FEMALE,2022,TwoOrMore,3107,3.11,3.5,4,SAT,740,690,1,B-,2.7,1
671,FEMALE,2022,White,3111,3.73,4,4,SAT,690,700,1,A,4,1
672,MALE,2022,White,3111,3.31,3.61,4,SAT,690,610,1,A-,3.7,1
673,MALE,2022,White,3111,3.55,3.8,4,ACT,760,800,1,A,4,1
674,MALE,2022,White,3111,2.77,93.3,100,SAT,660,680,1,C,2,1
675,MALE,2022,White,3115,3.52,3.6,4,SAT,770,670,0,,,0
676,MALE,2022,Asian,3111,3.37,0,0,ACT,580,490,1,A-,3.7,1
677,MALE,2022,White,3115,3.67,3.99,4,SAT,700,670,0,,,0
678,FEMALE,2022,Black,3107,3.1,3.61,4,SAT,610,510,1,B,3,1
679,FEMALE,2022,White,3111,3.86,4,4,ACT,740,790,1,A,4,1
680,MALE,2022,White,3115,3.96,4,4,SAT,780,770,0,,,1
681,FEMALE,2023,Hispanic,3107,2.89,0,0,ACT,580,490,1,B-,2.7,1
682,FEMALE,2022,Hispanic,3107,3.05,3.92,4,SAT,610,720,1,C,2,2
683,FEMALE,2022,TwoOrMore,3111,2.96,88.98,100,SAT,760,700,1,B-,2.7,1
684,MALE,2022,Black,3111,2.88,8.7,11,ACT,740,600,1,B,3,1
685,MALE,2022,TwoOrMore,3107,1.68,0,0,SAT,630,680,1,F,0,1
686,MALE,2022,White,3111,2.99,3.63,4,ACT,600,660,1,C,2,1
687,MALE,2022,White,3111,2.76,3.35,4,ACT,760,800,1,B+,3.3,0
688,MALE,2022,White,3111,2.78,3.42,4,SAT,620,620,1,C,2,1
689,MALE,2022,White,3111,3.55,3.87,4,ACT,660,710,1,A,4,0
690,MALE,2022,White,3111,3.18,3.55,4,SAT,650,630,1,B-,2.7,1
691,FEMALE,2022,Hispanic,3107,2.94,0,0,SAT,520,600,1,C-,1.7,1
692,MALE,2022,International Cadet,3107,2.95,3.49,4,ACT,540,500,1,B+,3.3,1
693,MALE,2022,White,3111,3.99,4,4,SAT,740,750,1,H,4,1
694,MALE,2022,Black,3111,3.84,3.94,4,ACT,700,780,1,A,4,1
695,MALE,2022,White,3111,3.62,3.95,4,SAT,590,710,1,B-,2.7,1
696,MALE,2022,TwoOrMore,3111,3.06,0,0,SAT,550,510,1,C,2,1
697,MALE,2022,Black,3111,2.86,3.81,4,SAT,650,640,2,B-,2.7,1
698,MALE,2022,White,3111,3.19,3.53,4,SAT,670,650,1,B-,2.7,1
699,FEMALE,2022,Native Hawaiian,3111,2.64,0,0,SAT,600,550,1,C-,1.7,1
700,MALE,2022,International Cadet,3107,1.73,3.49,4,ACT,540,500,1,D,1,3
701,FEMALE,2022,White,3111,3.33,3.97,4,SAT,610,580,1,B+,3.3,1
702,FEMALE,2022,White,3111,3.5,3.56,4,SAT,650,580,1,B,3,1
703,FEMALE,2022,White,3111,3.1,3.93,4,ACT,610,630,1,B,3,1
704,FEMALE,2022,White,3111,3.87,3.9,4,SAT,760,710,1,A,4,1
705,MALE,2022,Asian,3111,3.48,4.22,5,SAT,710,720,1,A-,3.7,1
706,FEMALE,2022,White,3111,3.7,3.68,4,SAT,680,680,1,A-,3.7,1
707,FEMALE,2022,White,3111,3.79,4,4,SAT,690,740,1,A,4,1
708,MALE,2022,White,3111,3.42,92.9,100,SAT,660,670,1,B,3,1
709,FEMALE,2022,White,3111,3.26,3.92,4,SAT,720,650,1,A-,3.7,1
710,MALE,2022,Asian,3111,3.4,3.8,4,SAT,730,720,1,A-,3.7,1
711,FEMALE,2022,TwoOrMore,3111,3.4,3.72,4,SAT,620,680,1,B-,2.7,1
712,MALE,2022,White,3111,3.55,3.85,4,SAT,710,700,1,A-,3.7,1
713,MALE,2022,White,3111,3.34,0,0,SAT,680,610,1,A,4,1
714,MALE,2022,White,3111,3.75,3.92,4,SAT,690,710,1,B+,3.3,1
715,MALE,2022,White,3111,3.57,3.82,4,SAT,740,650,1,A,4,1
716,MALE,2022,Asian,3111,3.39,3.81,4,SAT,730,720,1,A,4,1
717,FEMALE,2022,International Cadet,3107,3.27,3.49,4,ACT,540,500,1,B,3,1
718,MALE,2022,International Cadet,3111,3.04,3.49,4,ACT,540,500,1,B,3,1
719,MALE,2022,White,3111,3.2,93.73,100,SAT,710,630,1,A-,3.7,1
720,FEMALE,2022,Decline to answer,3111,2.71,3.37,4,SAT,630,600,1,D,1,1
721,MALE,2022,Hispanic,3111,3.78,0,0,SAT,630,560,1,A,4,1
722,FEMALE,2022,TwoOrMore,3107,2.72,93.8,100,ACT,660,600,1,C,2,0
723,FEMALE,2022,White,3111,3.25,4,4,SAT,620,690,1,C,2,1
724,MALE,2022,White,3111,3.68,3.52,4,ACT,700,740,1,A,4,1
725,MALE,2022,White,3111,3.7,3.95,4,SAT,650,580,1,A-,3.7,1
726,FEMALE,2022,Hispanic,3107,2.87,0,0,SAT,560,580,1,C-,1.7,1
727,MALE,2022,White,3111,3.68,3.92,4,SAT,620,650,1,A-,3.7,1
728,FEMALE,2022,Black,3111,2.78,3.76,4,ACT,600,560,1,B,3,1
729,MALE,2022,Black,3111,2.84,3.09,4,SAT,640,640,1,C,2,1
730,FEMALE,2022,White,3111,3.83,4,4,SAT,600,610,1,B,3,1
731,FEMALE,2022,Black,3111,2.97,3.79,4,SAT,780,690,1,C,2,1
732,MALE,2022,White,3111,3.36,4,4,SAT,720,700,1,A,4,0
733,MALE,2022,White,3111,2.96,3.47,4,SAT,630,650,1,B+,3.3,0
734,FEMALE,2022,White,3111,3.61,3.91,4,SAT,740,790,1,B+,3.3,1
735,MALE,2022,White,3115,3.54,3.8,4,SAT,760,660,0,,,0
736,MALE,2022,Asian,3115,3.38,3.91,4,SAT,710,740,0,,,1
737,MALE,2022,Asian,3111,3.53,3.96,4,SAT,730,600,1,B+,3.3,1
738,MALE,2022,Asian,3111,3.03,3.61,4,SAT,770,640,1,A,4,0
739,FEMALE,2022,White,3115,3.59,3.94,4,SAT,680,650,0,,,0
740,FEMALE,2022,White,3107,3.46,3.77,4,SAT,670,650,1,B+,3.3,1
741,MALE,2022,White,3111,3.56,94.9,100,SAT,740,670,1,A,4,1
742,MALE,2022,International Cadet,3107,2.72,3.49,4,ACT,540,500,1,C-,1.7,1
743,MALE,2022,White,3111,3.64,3.87,4,ACT,680,790,1,B+,3.3,0
744,MALE,2022,White,3111,2.78,3.19,4,SAT,660,610,1,C,2,1
745,FEMALE,2022,Asian,3111,3.27,0,0,SAT,610,570,1,C+,2.3,1
746,MALE,2022,White,3111,3.55,3.95,4,SAT,700,640,1,B+,3.3,1
747,MALE,2022,Hispanic,3111,3.36,95.2,100,SAT,630,700,1,B+,3.3,1
748,FEMALE,2022,Hispanic,3107,2.44,0,0,SAT,540,550,1,C-,1.7,1
749,MALE,2022,White,3111,3.29,0,0,SAT,590,670,1,A-,3.7,0
750,FEMALE,2022,White,3107,2.62,0,0,ACT,610,540,1,C-,1.7,1
751,FEMALE,2022,White,3115,3.94,3.9,4,ACT,760,630,0,,,1
752,MALE,2022,TwoOrMore,3115,3.03,3.74,4,SAT,790,720,0,,,0
753,MALE,2022,White,3111,3.35,3.84,4,SAT,680,650,1,A-,3.7,1
754,MALE,2022,TwoOrMore,3213,3.1,3.74,4,SAT,780,670,0,,,1
755,FEMALE,2022,Asian,3111,3.49,0,0,SAT,720,680,1,A,4,1
756,MALE,2022,Black,3111,3.66,3.96,4,SAT,590,660,1,B+,3.3,1
757,MALE,2022,White,3111,3.71,3.77,4,ACT,650,680,1,B,3,1
758,MALE,2022,White,3115,2.6,3.83,4,SAT,670,660,0,,,1
759,FEMALE,2022,White,3111,3.73,3.77,4,SAT,770,720,1,B+,3.3,1
760,MALE,2022,Decline to answer,3111,3.9,3.77,4,SAT,630,670,1,A,4,1
761,FEMALE,2022,White,3111,3.95,4.38,5,ACT,760,680,1,A,4,1
762,MALE,2022,White,3111,3.01,92.71,100,ACT,660,660,1,C+,2.3,1
763,FEMALE,2022,White,3111,3.2,3.84,4,SAT,720,690,1,B-,2.7,1
764,FEMALE,2022,Asian,3111,3.85,3.9,4,SAT,720,750,1,A,4,1
765,MALE,2022,TwoOrMore,3111,3.37,92.91,100,ACT,700,780,1,A-,3.7,1
766,MALE,2022,White,3115,3.5,92.26,100,SAT,740,700,0,,,1
767,MALE,2022,White,3111,3.64,3.95,4,ACT,680,800,1,A-,3.7,0
768,MALE,2022,White,3111,3.68,3.96,4,SAT,700,620,1,B+,3.3,1
769,FEMALE,2022,White,3213,3.6,3.85,4,SAT,730,640,0,,,1
770,FEMALE,2022,Hispanic,3107,2.79,3.7,4,ACT,630,790,1,B-,2.7,1
771,MALE,2022,White,3115,3.95,94.35,100,SAT,790,710,0,,,0
772,MALE,2022,White,3111,3.52,4,4,ACT,630,740,1,B,3,1
773,MALE,2022,Hispanic,3111,3.56,3.69,4,SAT,680,690,1,B,3,1
774,MALE,2022,White,3111,3.75,3.75,4,SAT,740,800,1,A-,3.7,1
775,MALE,2022,Black,3111,3.16,0,0,SAT,590,610,1,B-,2.7,1
776,MALE,2022,Black,3107,2.65,0,0,SAT,680,610,1,B,3,1
777,MALE,2022,TwoOrMore,3111,3.41,3.71,4,SAT,710,680,1,B+,3.3,1
778,MALE,2022,Black,3107,2.9,3.2,4,ACT,580,600,1,B-,2.7,1
779,FEMALE,2022,Hispanic,3107,3.41,0,0,SAT,580,560,1,B,3,1
780,MALE,2022,Asian,3111,3.49,3.64,4,SAT,730,680,1,B-,2.7,1
781,FEMALE,2022,TwoOrMore,3111,3.86,4,4,SAT,780,730,1,A,4,1
782,FEMALE,2022,White,3115,3.73,4,4,ACT,670,800,0,,,1
783,MALE,2022,White,3111,3.93,3.98,4,SAT,750,750,1,H,4,1
784,FEMALE,2022,White,3107,3.13,0,0,SAT,570,510,1,C-,1.7,1
785,FEMALE,2022,White,3111,3.74,0,0,SAT,690,710,1,B+,3.3,1
786,MALE,2022,White,3111,3.49,3.84,4,ACT,660,660,1,A,4,1
787,MALE,2022,Hispanic,3111,3.7,4,4,SAT,710,670,1,A,4,1
788,MALE,2022,International Cadet,3107,2.65,3.49,4,ACT,540,500,1,D,1,1
789,MALE,2022,White,3111,2.28,0,0,SAT,680,620,2,B-,2.7,1
790,MALE,2022,White,3111,3.77,3.98,4,SAT,740,630,1,A,4,1
791,MALE,2022,White,3111,3.86,91.64,100,ACT,650,710,1,A,4,1
792,MALE,2022,Asian,3111,3.27,97.57,100,SAT,740,640,1,B,3,1
793,FEMALE,2022,Hispanic,3107,2.78,92.62,100,SAT,630,610,1,C-,1.7,2
794,FEMALE,2022,Hispanic,3111,3.34,4,4,SAT,690,660,1,B,3,1
795,FEMALE,2022,White,3111,3.53,3.82,4,SAT,690,670,1,B,3,1
796,FEMALE,2022,Asian,3107,3.26,0,0,SAT,560,530,1,B+,3.3,1
797,FEMALE,2022,Hispanic,3115,3.54,4,4,SAT,730,640,0,,,1
798,MALE,2022,Hispanic,3111,3.05,0,0,ACT,600,600,1,B,3,1
799,MALE,2022,International Cadet,3111,1.39,3.49,4,ACT,540,500,1,D,1,1
800,MALE,2022,White,3111,3.49,3.28,4,ACT,660,790,1,A,4,1
801,FEMALE,2022,White,3111,3.51,3.9,4,SAT,620,570,1,B,3,1
802,MALE,2022,Hispanic,3111,2.71,0,0,SAT,590,540,1,C-,1.7,1
803,FEMALE,2022,White,3111,3.36,95.8,100,SAT,710,610,1,B,3,1
804,FEMALE,2022,White,3111,3.68,4,4,ACT,680,790,1,B+,3.3,1
805,MALE,2022,White,3111,3.6,0,0,SAT,690,640,1,A,4,1
806,FEMALE,2022,White,3111,3.62,3.98,4,SAT,660,710,1,A,4,1
807,FEMALE,2022,TwoOrMore,3111,3.43,3.56,4,SAT,640,620,1,B,3,1
808,MALE,2022,TwoOrMore,3115,2.66,3.83,4,SAT,690,660,0,,,1
809,FEMALE,2022,Hispanic,3111,3.48,95,100,SAT,670,670,1,B,3,1
810,FEMALE,2022,White,3111,3,91.8,100,SAT,640,620,1,C+,2.3,1
811,FEMALE,2022,White,3107,2.48,3.65,4,SAT,620,730,1,C-,1.7,1
812,MALE,2022,Hispanic,3111,3.17,0,0,ACT,610,580,1,D,1,1
813,MALE,2022,International Cadet,3111,2.64,3.49,4,ACT,540,500,1,B-,2.7,1
814,MALE,2022,White,3111,3.62,3.62,4,SAT,680,640,1,A,4,1
815,FEMALE,2022,White,3111,3.21,3.87,4,SAT,650,610,1,B-,2.7,1
816,FEMALE,2022,White,3111,3.36,3.81,4,SAT,680,650,1,B+,3.3,1
817,FEMALE,2022,White,3111,3.85,3.99,4,SAT,630,650,1,A,4,1
818,MALE,2022,White,3111,3.24,3.57,4,SAT,640,630,1,B,3,1
819,MALE,2022,White,3111,3.18,3.15,4.3,SAT,700,650,1,B,3,1
820,MALE,2022,White,3115,3.96,90.23,100,ACT,650,800,0,,,1
821,MALE,2022,White,3111,3.11,0,0,ACT,610,600,1,C+,2.3,1
822,FEMALE,2022,White,3111,4,3.78,4,SAT,700,670,1,W,,0
823,MALE,2022,White,3115,3.74,3.97,4,ACT,790,800,0,,,1
824,MALE,2022,White,3111,3.13,93.72,100,SAT,630,630,1,B+,3.3,1
825,FEMALE,2022,TwoOrMore,3111,3.53,3.96,4,SAT,760,700,1,B,3,1
826,MALE,2022,Asian,3111,2.48,3.61,4,SAT,690,660,1,B-,2.7,1
827,FEMALE,2022,White,3107,2.5,0,0,SAT,530,550,1,W,,1
828,MALE,2022,White,3115,3.52,4,4,SAT,800,700,0,,,1
829,FEMALE,2022,White,3111,3.86,3.96,4,SAT,710,660,1,A,4,1
830,FEMALE,2022,White,3111,3.75,4,4,SAT,740,680,1,A,4,1
831,FEMALE,2023,White,3111,3.16,4,4,SAT,800,770,1,A-,3.7,0
832,FEMALE,2022,TwoOrMore,3107,3.36,3.88,4,SAT,560,530,1,B+,3.3,1
833,MALE,2022,Decline to answer,3111,2.91,90.83,100,SAT,670,690,1,B,3,1
834,MALE,2022,White,3111,2.87,85.78,100,SAT,600,570,2,C+,2.3,1
835,FEMALE,2022,Black,3115,3.67,4,4,SAT,760,680,0,,,0
836,MALE,2022,White,3111,3.64,3.9,4,SAT,780,590,1,H,4,1
837,MALE,2022,White,3111,3.74,4,4,ACT,660,790,1,B-,2.7,1
838,MALE,2022,Asian,3111,3.69,3.46,4,ACT,680,660,1,A-,3.7,1
839,FEMALE,2022,White,3111,3.47,3.94,4,ACT,650,800,1,A,4,1
840,MALE,2022,White,3111,3.79,3.6,4,SAT,750,720,1,A,4,1
841,MALE,2022,Asian,3115,3.59,3.89,4,ACT,650,630,0,,,1
842,FEMALE,2022,White,3107,3.33,0,0,ACT,600,600,1,B-,2.7,1
843,FEMALE,2022,White,3111,3.26,3.58,4,ACT,630,800,1,A-,3.7,1
844,FEMALE,2022,Hispanic,3111,3.74,3.94,4,SAT,760,640,1,A,4,1
845,MALE,2022,International Cadet,3107,3.17,3.49,4,ACT,540,500,1,B+,3.3,1
846,MALE,2022,White,3115,3.86,3.79,4,ACT,740,800,0,,,0
847,FEMALE,2022,Asian,3111,3.65,3.83,4,ACT,610,660,1,C,2,1
848,FEMALE,2022,White,3111,3.63,3.55,4,ACT,630,740,1,A-,3.7,1
849,FEMALE,2022,White,3107,3.86,0,0,SAT,600,610,1,A,4,1
850,MALE,2022,White,3111,3.99,97.47,100,SAT,680,710,1,A,4,1
851,FEMALE,2022,TwoOrMore,3111,2.73,0,0,SAT,670,660,1,C+,2.3,1
852,MALE,2022,White,3107,3.67,3.84,4,SAT,620,680,1,B,3,1
853,FEMALE,2022,Hispanic,3111,3.06,3.79,4,ACT,610,710,1,B-,2.7,1
854,MALE,2022,White,3211,3.99,4,4,SAT,800,730,0,,,0
855,MALE,2022,White,3111,3.71,3.85,4,ACT,600,680,1,A,4,1
856,MALE,2022,TwoOrMore,3111,2.65,3.67,4,SAT,630,630,1,C,2,1
857,MALE,2022,White,3111,3.09,3.47,4,SAT,740,590,1,A,4,1
858,MALE,2022,Hispanic,3111,3,4,4,SAT,760,740,1,B,3,1
859,MALE,2022,White,3107,3.36,0,0,ACT,660,540,1,A-,3.7,1
860,FEMALE,2022,White,3111,2.7,3.64,4,SAT,660,710,1,B+,3.3,1
861,MALE,2022,White,3115,3.9,3.92,4,SAT,770,750,0,,,0
862,FEMALE,2023,White,3111,3.26,92.3,100,SAT,680,680,1,C-,1.7,1
863,MALE,2022,Hispanic,3111,3.66,3.92,4,ACT,630,780,1,B,3,1
864,MALE,2022,White,3111,3.41,94.3,100,SAT,610,650,1,B,3,0
865,MALE,2022,Black,3107,2.91,0,0,SAT,510,450,1,D,1,1
866,MALE,2022,Hispanic,3111,2.61,3.61,4,SAT,650,650,1,C-,1.7,1
867,FEMALE,2022,White,3107,3.75,4,4,SAT,680,620,1,A-,3.7,1
868,FEMALE,2022,White,3111,3.29,3.8,4,SAT,650,620,1,C+,2.3,1
869,MALE,2023,White,3107,3.06,0,0,ACT,610,630,1,B,3,1
870,MALE,2023,Black,3111,2.43,3.6,4,SAT,710,700,1,B-,2.7,1
871,FEMALE,2023,TwoOrMore,3115,3.76,3.84,4,SAT,700,700,0,,,1
872,MALE,2023,International Cadet,3107,2.41,3.19,4,ACT,460,490,1,C,2,1
873,MALE,2023,White,3107,3.18,0,0,SAT,560,570,1,C+,2.3,1
874,MALE,2023,Hispanic,3115,3.04,3.3,4,SAT,730,700,0,,,1
875,FEMALE,2023,White,3115,3.39,3.84,4,SAT,750,620,0,,,0
876,MALE,2023,White,3111,3.39,3.7,4,SAT,750,740,1,B-,2.7,1
877,FEMALE,2023,White,3111,3.56,11.26,12,ACT,700,710,1,C-,1.7,1
878,MALE,2023,White,3111,3.3,3.67,4,SAT,780,710,1,C+,2.3,1
879,FEMALE,2023,Asian,3111,3.31,3.86,4,SAT,680,660,1,C,2,1
880,FEMALE,2023,White,3111,3.31,3.95,4,SAT,660,680,1,C-,1.7,1
881,FEMALE,2023,White,3111,3.22,4,4,ACT,660,800,1,C-,1.7,1
882,MALE,2023,White,3111,3.69,3.81,4,ACT,740,600,1,A,4,1
883,MALE,2023,White,3111,3.47,96.63,100,SAT,730,650,1,A-,3.7,1
884,FEMALE,2023,White,3111,3.62,3.68,4,SAT,730,670,1,B,3,1
885,FEMALE,2023,White,3211,3.97,4,4,SAT,760,720,0,,,0
886,MALE,2023,White,3111,3.19,3.73,4,SAT,660,580,1,B-,2.7,1
887,FEMALE,2023,NativeAmerican,3111,3.79,4,4,SAT,710,800,1,B+,3.3,1
888,MALE,2023,White,3107,3.16,3.61,4,SAT,550,590,1,B,3,1
889,FEMALE,2023,White,3111,2.97,3.7,4,SAT,660,620,1,C+,2.3,1
890,MALE,2023,White,3115,3.92,4,4,ACT,760,710,0,,,0
891,MALE,2023,White,3111,2.69,3.43,4,SAT,720,660,1,B-,2.7,1
892,MALE,2023,White,3111,3.79,3.93,4,SAT,740,760,1,A,4,0
893,MALE,2023,Decline to answer,3111,2.77,3.87,4,SAT,660,680,1,D,1,1
894,FEMALE,2023,White,3213,3.52,3.99,4,SAT,690,640,0,,,1
895,FEMALE,2023,White,3115,3.64,4,4,SAT,770,700,0,,,1
896,MALE,2023,White,3111,3.53,3.65,4,SAT,650,570,1,B,3,1
897,FEMALE,2023,White,3111,3.85,4,4,SAT,680,690,1,A,4,1
898,MALE,2023,White,3111,2.95,3.8,4,SAT,640,710,1,B-,2.7,1
899,FEMALE,2023,White,3111,3.75,3.93,4,ACT,650,780,1,B,3,1
900,FEMALE,2023,White,3107,3.62,3.82,4,SAT,670,670,1,A,4,1
901,FEMALE,2023,Black,3107,3.24,0,0,SAT,550,530,1,A,4,1
902,MALE,2023,,3213,3.74,4,4,ACT,460,600,0,,,0
903,MALE,2023,White,3115,3.85,3.59,4,SAT,680,660,0,,,0
904,MALE,2023,Asian,3111,3.14,3.61,4,SAT,750,640,1,B+,3.3,1
905,MALE,2023,White,3115,3.55,3.98,4,SAT,710,690,0,,,0
906,FEMALE,2023,Black,3111,2.89,0,0,SAT,540,570,1,C+,2.3,1
907,FEMALE,2023,White,3111,2.85,3.79,4,ACT,600,680,1,C+,2.3,1
908,MALE,2023,Decline to answer,3111,3.25,3.29,4,ACT,660,600,1,B,3,1
909,FEMALE,2023,White,3115,3.81,3.9,4,SAT,800,700,0,,,1
910,FEMALE,2023,White,3111,2.84,95.7,100,SAT,700,720,1,B,3,1
911,MALE,2023,White,3111,2.78,0,0,SAT,630,670,1,C-,1.7,1
912,MALE,2023,Asian,3115,3.86,4,4,SAT,700,700,0,,,1
913,MALE,2023,White,3115,3.37,3.94,4,SAT,800,620,0,,,1
914,FEMALE,2023,White,3115,3.64,3.96,4,SAT,700,660,0,,,1
915,MALE,2023,White,3111,2.8,0,0,SAT,590,500,1,D,1,1
916,MALE,2023,White,3111,2.91,3.75,4,SAT,690,720,1,C,2,1
917,MALE,2023,White,3111,2.59,3.77,4,SAT,700,640,1,B-,2.7,1
918,FEMALE,2023,Hispanic,3111,3.98,4,4,SAT,710,780,1,A,4,1
919,FEMALE,2023,White,3107,3.16,3.96,4,SAT,610,710,1,B,3,1
920,MALE,2023,White,3213,3.78,93.5,100,SAT,790,610,0,,,1
921,FEMALE,2023,White,3115,2.79,3.63,4,SAT,690,720,0,,,0
922,MALE,2023,White,3111,3.47,3.84,4,ACT,680,710,1,B+,3.3,1
923,FEMALE,2023,White,3111,3.48,3.74,4,SAT,700,680,1,A,4,1
924,MALE,2023,White,3111,3.41,4,4,ACT,650,600,1,A,4,1
925,MALE,2023,Hispanic,3111,3.3,3.29,4,SAT,680,680,1,B-,2.7,1
926,MALE,2023,TwoOrMore,3111,3.5,3.95,4,SAT,720,690,1,A,4,1
927,MALE,2023,White,3107,3.64,3.76,4,ACT,740,800,1,B+,3.3,1
928,FEMALE,2023,White,3111,3.07,0,0,SAT,550,600,1,D,1,1
929,FEMALE,2023,White,3111,3.15,94.12,100,SAT,680,640,1,C,2,1
930,FEMALE,2023,TwoOrMore,3111,3.29,0,0,SAT,540,580,1,C-,1.7,1
931,MALE,2023,White,3111,3.79,3.9,4,SAT,730,710,1,B,3,1
932,MALE,2023,Hispanic,3111,2.2,0,0,SAT,600,580,1,B+,3.3,1
933,FEMALE,2023,White,3115,3.91,96.32,100,SAT,800,770,0,,,0
934,MALE,2023,White,3115,3.59,94.79,100,SAT,690,660,0,,,1
935,FEMALE,2023,White,3111,2.9,0,0,SAT,630,580,1,B,3,1
936,MALE,2023,White,3115,3.65,3.96,4,SAT,700,600,0,,,0
937,MALE,2023,,3213,3.86,4,4,ACT,460,600,0,,,0
938,FEMALE,2023,TwoOrMore,3111,3.44,0,0,SAT,580,570,1,B-,2.7,1
939,MALE,2023,White,3111,2.72,0,0,ACT,680,710,1,C,2,1
940,MALE,2023,Asian,3111,2.33,3.64,4,SAT,570,610,1,C,2,1
941,MALE,2023,White,3111,3.41,3.88,4,SAT,630,590,1,B+,3.3,1
942,MALE,2023,Black,3107,2.51,0,0,SAT,500,500,1,B,3,1
943,MALE,2023,White,3115,3.11,92.5,100,ACT,760,800,0,,,1
944,MALE,2023,White,3111,3.88,4,4,SAT,630,630,1,B,3,1
945,FEMALE,2023,Asian,3111,2.92,3.8,4,SAT,600,690,2,B,3,1
946,MALE,2023,White,3115,3.76,3.9,4,SAT,770,710,0,,,1
947,MALE,2023,White,3111,3.24,3.8,4,ACT,660,680,1,A,4,1
948,MALE,2023,White,3107,3.85,3.9,4,ACT,580,630,1,A,4,1
949,FEMALE,2023,Black,3107,3.07,0,0,ACT,520,580,1,C,2,1
950,FEMALE,2023,White,3111,3.43,92,100,SAT,680,630,1,C-,1.7,1
951,FEMALE,2023,White,3107,3.4,3.7,4,ACT,630,790,1,C,2,1
952,FEMALE,2023,Hispanic,3107,3.08,3.7,4,SAT,620,620,1,B,3,1
953,MALE,2023,White,3111,3.79,91.15,100,SAT,720,660,1,A,4,1
954,MALE,2023,White,3107,3.07,98.55,100,SAT,660,640,1,B,3,1
955,MALE,2023,Asian,3111,2.51,3.95,4,SAT,620,530,1,B-,2.7,1
956,FEMALE,2023,Hispanic,3111,3.55,3.13,4,ACT,600,680,1,B,3,1
957,FEMALE,2023,White,3111,3.92,95.8,100,ACT,760,800,1,A,4,1
958,FEMALE,2023,White,3111,3.95,4,4,SAT,700,760,1,A,4,1
959,FEMALE,2023,White,3211,3.98,4,4,SAT,800,720,0,,,1
960,MALE,2023,White,3111,3.47,3.6,4,SAT,730,660,1,B+,3.3,1
961,MALE,2023,White,3111,3.28,0,0,SAT,680,670,1,A-,3.7,1
962,MALE,2023,White,3111,3.34,3.92,4,SAT,790,680,1,B,3,1
963,FEMALE,2023,White,3111,3.29,0,0,ACT,580,580,1,B+,3.3,1
964,MALE,2023,White,3115,3.33,3.74,4,SAT,750,670,0,,,1
965,MALE,2023,White,3111,3.48,3.86,4,ACT,650,790,1,C-,1.7,1
966,MALE,2023,Hispanic,3111,2.75,3.48,4,SAT,690,720,2,B,3,1
967,MALE,2023,White,3111,3.38,92.34,100,SAT,700,620,1,B,3,1
968,MALE,2023,White,3211,3.22,3.03,4,SAT,620,570,0,,,1
969,MALE,2023,Asian,3107,3.2,4,4,SAT,610,620,1,B,3,1
970,MALE,2023,Hispanic,3213,3.48,0,0,ACT,630,600,0,,,1
971,MALE,2023,TwoOrMore,3111,2.96,3.72,4,SAT,740,720,1,A,4,1
972,MALE,2023,White,3111,3.42,3.44,4,SAT,730,590,1,A-,3.7,1
973,FEMALE,2023,White,3111,3.71,3.92,4,ACT,650,790,1,A-,3.7,1
974,FEMALE,2023,White,3111,3.27,3.96,4,SAT,690,730,1,A,4,1
975,FEMALE,2023,Asian,3111,3.87,3.85,4,SAT,740,680,1,A,4,1
976,MALE,2023,TwoOrMore,3111,3.17,0,0,SAT,680,560,1,B,3,1
977,MALE,2023,Hispanic,3111,2.7,3.93,4,ACT,610,600,1,C,2,1
978,MALE,2023,Asian,3115,2.71,3.7,4,SAT,740,690,0,,,2
979,FEMALE,2023,TwoOrMore,3111,3.8,4,4,SAT,620,690,1,A,4,1
980,MALE,2023,Asian,3111,3.51,3.82,4,SAT,690,600,1,A,4,1
981,FEMALE,2023,White,3111,3.4,3.95,4,SAT,630,690,1,A-,3.7,1
982,MALE,2023,Black,3107,2.8,0,0,ACT,520,630,1,C,2,1
983,MALE,2023,Asian,3111,3.68,3.57,4,SAT,800,800,1,A,4,1
984,MALE,2023,White,3111,3.81,0,0,SAT,600,720,1,B+,3.3,1
985,MALE,2023,Asian,3111,3.2,3.6,4,ACT,790,800,1,A,4,1
986,MALE,2023,Black,3111,2.63,0,0,SAT,560,600,2,C,2,1
